gene,entrez_gene_id
Dchs1,100760642
Eef1akmt3,100761001
Sp2,100762021
Adam9,100754662
Cage1,100765629
Tm9sf2,100766991
Slc25a39,100756348
Samm50,100769261
Adam18,100756928
Cks2,100760104
Phrf1,100775084
Puf60,100758296
Rwdd2b,100768876
LOC113838739,113838739
Sap18,100760388
LOC100758394,100758394
Mmachc,100751045
Cdc14b,100759761
Eif2ak4,100763206
Polr2d,100755604
Tnfaip8l1,100757308
LOC100761109,100761109
Cenpo,100755730
Cand2,100770365
Napg,100766387
Adm,100760129
Rpp40,100760840
Dnal1,100774309
Znf862,100766003
Endod1,100763760
Serpinb1,100756986
LOC100757723,100757723
Got1,100762297
Rnf130,100767479
LOC113830702,113830702
Cfap20dc,113830637
Cuedc2,100750415
LOC100762425,100762425
LOC113838327,113838327
Mrps16,100762457
Slit3,100766846
Apba1,100774931
Drc3,100754466
LOC113833995,113833995
Srfbp1,100773240
Lrrc8a,100768968
Cmss1,100757899
Ccdc66,100752485
LOC113838421,113838421
Tnni2,100766918
Borcs5,100772441
Zmym2,100762715
LOC103163056,103163056
Acy3,100763612
Nek1,100759305
Mtrf1,100770151
Coq10a,100750875
Fcamr,100773580
Znf688,100752552
Mmp16,100762646
Dchs2,100774272
Fam102b,100754924
LOC100772045,100772045
Lrpap1,100766187
Ankrd29,100755582
Cwc15,100775065
Acp2,100756404
Arl5c,100766973
LOC100768789,100768789
Etv6,100771873
Btbd11,100761949
Cblif,100756309
Nsfl1c,100763758
Pvrig,103161366
LOC100753568,100753568
Slc26a4,100757917
LOC113838175,113838175
LOC113837096,113837096
Rnf215,100759166
Znf496,100759515
Ptprz1,100751453
Efcab14,100769544
Ylpm1,100772484
Rfx7,100769524
Tchp,100757220
LOC100765989,100765989
Gabra2,100771532
Eda,100768945
Trpm1,100761471
Lamp3,100757631
Atoh8,100751745
Col28a1,100760882
Cabin1,100764877
Ikzf5,100766537
LOC113837242,113837242
LOC100750657,100750657
Luzp1,100767278
Erlin2,100770510
LOC100753968,100753968
LOC100767747,100767747
Tor3a,100774895
Tra2a,100764681
Znf574,100757627
Chd2,100756099
Cdk5rap2,100764684
Ptgfr,100757080
LOC100760153,100760153
Sgcg,100762423
Snx31,100757250
Znf185,100764129
Gtf2ird1,100769489
Ckap2l,100754478
Mcmbp,100754052
Nol3,100759448
Fbxl14,100755365
Papolg,100760680
Porcn,100765928
Mki67,100756884
LOC100773492,100773492
Ngf,100750778
Ccdc102a,100766334
Vps4a,100763128
Napa,100765071
LOC100768249,100768249
Cul7,100771595
Zc3h12c,100753033
Nup160,100765104
Znf687,100770608
LOC100764813,100764813
Mrps26,100769748
Scfd1,100763574
Carns1,100765077
Rictor,100750773
LOC103163771,103163771
Dpy19l1,100765722
LOC100766894,100766894
Cnr2,100752745
Mprip,100766510
Rnf111,100773181
Fam169b,100769400
Eapp,100763566
LOC100760123,100760123
Pwwp2a,100766797
Robo2,100750990
Tmem79,100755853
Kcnq1,100761481
LOC100771759,100771759
LOC100750437,100750437
Mogat3,100769277
LOC100753685,100753685
LOC113838692,113838692
Tmem60,100757990
Slc25a20,100765000
Vgll4,100753837
C3H6orf62,100758362
Jtb,100766005
LOC100765393,100765393
LOC100769250,100769250
Slpi,100758279
Idh3b,100771661
LOC100766092,100766092
Uap1l1,100771350
Msantd4,100755388
Ppp1r37,100753728
Gtpbp2,100758529
Ccdc85c,100769004
Aamp,100775009
Frem1,100764944
Faap100,100754573
Pdf,100762250
Mtmr4,100753422
LOC100754804,100754804
Pcna,100689335
Hs1bp3,100774467
Rps19bp1,100770022
Col17a1,100766261
Ccdc174,100765768
Stag1,100759452
Btg2,100766229
Chid1,100755120
Dync2i2,100762959
Itih5,100761693
LOC113837191,113837191
Wdr18,100753331
Abhd12,100765125
Dennd5a,100767226
Peak1,100758721
LOC100768776,100768776
Bco1,100760350
Rab10,100757662
Aste1,100765786
Hexim2,100760493
Trim54,100773379
LOC100753122,100753122
Aen,100765585
Atp8b4,100759968
Bahd1,100753540
Nop53,100763895
LOC113835016,113835016
Dalrd3,100764409
Il19,100774163
Pmvk,100759992
LOC100774032,100774032
Lipt1,100763903
Clcn4,100762547
Faf2,100767643
Pfn1,100753478
Atf4,100689386
Moxd1,100758693
Washc5,103158844
Gfod2,100764685
Kcnk9,100756282
Tmprss4,100770511
Them4,100769809
LOC100769029,100769029
LOC100751202,100751202
Mylk,100758406
Aplp1,100773034
LOC100750604,100750604
Slc18b1,100775093
Cib4,100760371
Mboat7,100766440
LOC100769865,100769865
LOC100759151,100759151
LOC100765674,100765674
LOC103158733,103158733
Rad9a,100761098
Coro7,100689177
Hif1a,100751293
LOC113833499,113833499
Slc15a4,100761469
Mab21l4,100760762
Dok7,100765890
Wipi1,100750963
Tef,100761103
Slc50a1,100757783
LOC113838206,113838206
Arhgap25,100766511
Fstl3,103160351
LOC118237676,118237676
LOC100765224,100765224
LOC100770663,100770663
Tlr6,100689185
LOC100762490,100762490
Mta2,100752944
LOC100763623,100763623
Eif4e,100773768
Rassf5,100758747
Setd7,100767175
CUNH1orf198,100773569
Uvssa,100766412
Rhbdl1,100771192
Yif1a,100763610
Gpatch1,100757025
Setdb1,100765697
Arpp19,100765476
Commd5,100753405
LOC100764329,100764329
LOC100766504,100766504
Mrps11,100769823
Fitm2,100771223
Nhej1,100769596
Ddx58,100766319
Srsf9,100763712
Smarcd3,100768809
Nlrp10,100769318
Pi4ka,100756055
Calr3,100759217
Ssr3,100759016
Mark3,100774552
Ttc28,100772639
Col3a1,100753589
Arhgap24,100761525
LOC100756657,100756657
Dguok,100769222
LOC100754546,100754546
Plb1,100761810
LOC100772302,100772302
Kmt2d,100765465
Nudt21,100755858
LOC113832011,113832011
Gsr,100757970
Prkaa1,100769574
Nap1l1,100763316
LOC100764913,100764913
Aplp2,100758329
Trem1,100765213
Mpp1,100755110
Ap2s1,100764194
Acp5,100768228
Creb1,100761582
Flt4,100766609
Sdf4,103159168
Amz2,100774378
Polr3gl,100755742
Arl5b,100773320
LOC100760730,100760730
Exoc3l4,100756620
Kif27,100764407
Tbca,100760678
Eps8l2,100751674
Tfpi2,100765973
Fam219a,100770378
Mgat5,100760162
Traf3ip2,100774308
Hoxc4,103158598
Uprt,100764380
Nup205,100773309
LOC100773149,100773149
Irag2,100765506
LOC100772006,100772006
Zfyve26,100759300
Sacs,100765225
LOC103159011,103159011
Rbsn,100767223
Unc50,100766666
LOC107977585,107977585
Morn1,100757445
Lrba,100762923
Pfkfb3,100762756
LOC100770811,100770811
Foxred2,100769253
Dazap2,100775021
Olfml2a,100750647
Tpm1,100770615
Alg8,100766150
Rrm2,100752542
LOC100768211,100768211
Prpf40a,100774137
Nfic,100770733
LOC113836811,113836811
Atn1,100767627
LOC100761326,100761326
Kiaa0586,100753699
Pdgfrb,100764374
LOC100751431,100751431
LOC113835189,113835189
Xrcc2,100750706
Ptpn13,100758903
Sfxn3,100750440
Kifap3,100754239
Cav1,100753021
Lzic,100770661
Psmd14,100764392
Tom1l2,100754181
Kremen2,100771248
Etv3,100750397
Adamtsl4,100763942
Ndrg1,100758250
Pdxk,100768396
Slc25a11,100770598
LOC100772223,100772223
Ccr7,100773169
Zmat2,100755600
Traf3ip1,100771421
LOC100758347,100758347
Msra,100752589
Dnpep,100764694
LOC100763249,100763249
LOC118239862,118239862
Erp44,100750874
Bclaf1,100773081
Selenot,100768242
Slc7a6os,100760110
Dis3l2,100774616
Nudt2,100769146
Rgs1,100758831
Mier3,100766598
Tinag,100751448
LOC100767729,100767729
Arhgap21,100766620
Ap3m1,100689277
LOC100764952,100764952
LOC100774416,100774416
Atp5f1a,100770431
Map1s,100772627
Emx1,100768849
Xpo7,100750532
Runx2,100753922
Kbtbd3,100755102
Pdlim4,100762311
Smug1,100770488
Fkbpl,113832490
LOC100750424,100750424
Ptbp2,100766066
Fam3b,100764355
Ddx49,100765219
Gdf7,118239881
LOC113837221,113837221
Lztfl1,100760415
Rab13,100765716
Zyg11b,100761327
LOC100752965,100752965
Rbm25,100770267
Mycl,100751865
Guf1,100756221
LOC103161891,103161891
LOC107979388,107979388
LOC100768845,100768845
Cracr2a,100763551
Unc119b,100755761
LOC113835386,113835386
Clu,100756447
Znf263,100765651
Ptrh2,100759231
LOC100774037,100774037
LOC113838339,113838339
LOC100753603,100753603
Krt13,100758976
LOC100768885,100768885
LOC113838679,113838679
Med8,100767178
Mafk,100763840
Mmp2,100774744
Tnnc2,100769291
Casp3,100689061
LOC100773549,100773549
Cops4,100755032
Shoc2,100767502
LOC113838417,113838417
Mzt2b,100756780
Dhodh,100756632
Klrg1,100761776
Enpp6,100757074
Plch1,100760460
Gabrr1,100769153
Gm2a,100759507
Kdelr1,100750912
LOC118238340,118238340
Magi3,100763218
LOC100770641,100770641
Slc12a6,100771685
Zfp62,100770543
Ftcd,100754097
Atrx,100767383
Ogfod3,100772993
Prpf8,107976990
Tp53bp2,100770953
Ddx20,100752364
Dynlt3,100761090
Thoc6,100767984
Gab3,100757434
LOC113832249,113832249
Fam136a,100773052
Lgals1,100751963
Mib2,100773643
Fnbp4,100764816
Aagab,100756630
LOC100751903,100751903
Rell2,100750889
LOC100763078,100763078
Rem2,100764771
LOC107977561,107977561
Ccdc92,100767201
LOC100771264,100771264
Nrm,100763789
Pptc7,100750650
Polr3a,100753811
Dus1l,100770971
Col4a1,100757740
Adig,100765200
Nrap,100761828
Trappc2l,100753676
Bmp7,100759897
Cnot9,100772865
Hnrnpc,100751290
LOC100765968,100765968
Fam50b,100759390
LOC100753683,100753683
Wtip,100764082
Zfand3,100755969
Ints1,100764130
LOC100772803,100772803
Tubgcp6,100753745
Nucb2,100754356
Miga2,100753105
Polr1g,100755473
Sf1,100760817
Plce1,100754217
Eloc,100757872
Abcc5,100774121
Sds,100769224
Atp5if1,100771468
Cdc14a,100772604
Rbm45,100764756
Tstd1,100764675
C1qtnf2,100765047
Nfatc4,100768420
LOC100753744,100753744
Aunip,100763527
Zdhhc8,100771194
Strn3,100765220
Chrnb2,100761068
LOC113832187,113832187
Mcm3,100774903
LOC118238964,118238964
Apex1,100689281
LOC118237589,118237589
Hoxb6,100774559
Ninj2,100756238
Tmem9b,100751770
St3gal3,100689187
Skap2,100755938
LOC113838273,113838273
Fbxw8,100752372
Zbtb20,100769361
Fermt2,100762844
LOC100751616,100751616
Xrn1,100760243
LOC100763166,100763166
Nxf1,100753177
LOC113837214,113837214
Ttll6,100760107
Ccny,100771569
Crot,100750995
LOC113833363,113833363
Nsun2,100760286
Gp1ba,100770316
Rab42,100763462
Dync2li1,100760943
Klhl36,100772106
Galr2,100760610
Fahd2a,100774837
Ddhd1,100761687
LOC103158595,103158595
Gapdhs,100767862
Ppp1r2c,100771445
Nrxn3,113830701
Tcf12,100770871
Ermard,100752150
LOC100760423,100760423
Ahsp,100770599
Caps,100759707
Iqcg,100764504
Sntg2,100752603
Calr,100689096
Gabrr3,100773638
Baz2b,100770047
Rbfox2,100757818
Il33,100761971
Ilf2,100768916
LOC103158874,103158874
Hnrnpk,100762670
LOC100772016,100772016
Rfc1,100689407
Azi2,100750738
Apoa2,100768641
Smarcd1,100773634
LOC107977726,107977726
Kidins220,100768633
Cdkn1b,100689401
LOC100754633,100754633
Znf710,100764728
LOC118237633,118237633
Fam83a,100760967
Jak3,100773497
Rnf32,100752173
Zer1,100769353
Nucb1,100753243
Lrrc46,100754208
Slmap,100769052
Calhm2,100753368
Psme3ip1,100759431
Snrpa,100764569
Gopc,100761187
Znf157,100770761
Reps1,100770024
Ginm1,100762603
Cfap69,100768630
Vapa,100758387
Bclaf3,100752113
Mark4,100754604
Atg9b,100769671
Six5,113837294
Cacng4,100771968
LOC100762310,100762310
LOC100769437,100769437
Siah1,100774026
Pkp4,100757509
Josd1,100773825
Adcy6,100768368
Ccdc112,100759442
LOC100763834,100763834
LOC100755639,100755639
Psma7,100769350
Cyfip1,100759530
LOC100761126,100761126
LOC100764240,100764240
Cdhr4,100759988
Krr1,100760872
Traf3,100756323
LOC100760369,100760369
LOC103160853,103160853
LOC100750526,100750526
Mrpl37,100752974
Xkr8,100763746
Tbxas1,100772642
LOC100757974,100757974
Mbip,100757668
Nmt2,100756019
Gas2l3,100764083
Pla2g6,100751421
Myo7b,100771690
Tars1,100773026
LOC100751806,100751806
Epha4,100754542
LOC100766345,100766345
Abraxas1,100766855
Bloc1s5,100766796
LOC100754732,100754732
Slc22a23,100762294
Atg16l2,100751003
Dnajb13,100759263
Pacc1,100764103
Ptgr2,100750573
Cdk5rap3,100752708
LOC100763914,100763914
Tiam1,100756100
Plxna3,100761215
Znhit1,100768706
Aqp11,100768567
Fndc3a,100775061
Gpr182,100752156
Tmem163,100761336
Pnpla7,100753361
Tcf3,100768423
Csnk1g1,100774663
Nom1,100752769
Shtn1,100774279
Ift57,100758071
Klhl30,100772873
LOC100767716,100767716
Arhgap17,100759183
Lrrc27,100772130
Tmem109,100774426
Lpar3,100759265
Pfdn1,100752168
Znf35,100768992
Crygs,100765744
Pgp,100770052
Dapp1,100751628
Snupn,100761247
LOC113838748,113838748
Mon2,100758745
Eya1,100772860
Decr1,100753128
Ccdc9b,100761022
Vwc2,100753653
Epcam,100770236
LOC100751755,100751755
Nol11,100767464
Mcrip2,100759898
Polb,100774965
LOC113837251,113837251
Rnf40,100750431
Pdzd11,100769702
Spg21,100751665
Fam171b,100752911
Usp31,100765286
LOC100763967,100763967
Tmem220,100770411
Ttc17,100750794
LOC100754445,100754445
Dnhd1,100761219
Zbtb49,100773082
Esrra,100761304
Pole3,100752018
Gss,100753200
Sdcbp,100754014
LOC118239920,118239920
Otud6b,100768059
Ccdc191,100773871
LOC100761347,100761347
LOC100754416,100754416
LOC100753790,100753790
Hoxa1,100759424
Mrpl24,100752311
Sgsh,100755391
LOC100767358,100767358
Ildr1,100766502
Cxxc4,100750942
Ap4m1,100774803
Ptprj,100765394
Fbxl2,100766573
Ebp,100765639
Znf317,100767939
LOC100769249,100769249
LOC100766260,100766260
LOC100760545,100760545
Slc31a1,100689094
Aasdhppt,100754811
Kcnc2,100759610
Flna,100760050
Vipr2,100760918
LOC100756718,100756718
Pmf1,100756436
Dctpp1,100769832
Clnk,100767591
Crybg3,100752646
C5H2orf76,100761351
Scarf2,100772350
Kank3,103160001
Tmod4,100769079
Ccdc88c,100753852
Insr,100766818
Rgs10,100758318
Cnpy4,100750605
Maged2,100754879
LOC113837265,113837265
LOC100760748,100760748
Edar,100763209
LOC100767916,100767916
Cdc45,100689362
LOC118237612,118237612
Pde1c,100774969
Hgf,100764472
Smg5,100762914
Tcap,100759695
Rps6ka4,100750354
Myo5a,100753457
Pigz,100750622
Usp36,100768120
Spin1,100763151
LOC113838411,113838411
Atp13a1,100762605
Jak2,100769337
Tsr2,100756047
Cit,100755517
Homer3,100764933
Fndc4,100757660
LOC113837435,113837435
Tial1,100757458
Ciao3,100772638
Nle1,100774821
Cfap299,107977446
Mpg,100758892
LOC100774946,100774946
Tgif2,100753778
LOC100752806,100752806
Znf189,100755468
Erc2,100770769
Kel,100758474
Uba5,100762493
Adgrl4,100756599
Klhl6,100758501
Rfc3,100768752
Abhd17c,100759841
Cab39,100772119
Hk1,100765413
Ist1,100756334
Tmem253,103159964
Hdac2,100764557
Ern2,100761252
Baz1b,100760864
Spdya,100755331
Qsox2,100760425
Tomm20,100761619
Slc9a8,100759611
Tbx18,100767622
Epgn,100771437
LOC100752799,100752799
LOC100753420,100753420
LOC100765731,100765731
Ddb1,100764133
LOC100767905,100767905
Fam178b,100768604
Mkln1,100754523
Rhoc,100774717
Snx8,100769926
Ankdd1b,100773274
Tent4b,100759123
LOC100774171,100774171
Dennd10,100752411
Hsd17b7,100767580
Dpp8,100773914
LOC100770489,100770489
Mtmr14,100754286
LOC113839061,113839061
Eya4,100754333
Sos1,100757521
LOC113837706,113837706
LOC100767824,100767824
LOC100751687,100751687
Zmiz2,100765539
LOC113838325,113838325
LOC100767523,100767523
Lifr,100773023
Calu,100750933
Ube2d2,100757523
Usp11,100770478
Grpel2,100758874
LOC100754453,100754453
Rplp0,100756201
LOC100770526,100770526
Ap5m1,100754336
Arl10,100768218
Ptpn4,100757007
Calhm6,100774476
Pex2,100689047
Pex19,100689302
Esf1,100771608
LOC100765745,100765745
Cdc16,100759495
Rps6ka5,100753249
Slc25a23,100750391
Rpl3,100771906
LOC100765623,100765623
Phyhd1,100768676
LOC107977725,107977725
Flywch1,100772983
Mtrf1l,100770110
Vdac3,100774187
Arid3a,100764162
Cdk5r1,100773660
Rasa1,100762440
Mthfs,100758328
Reps2,100751880
Sema3c,100765927
Impdh2,100689398
E2f6,100767557
Pcgf5,100769081
Lmbrd1,100753381
LOC100762352,100762352
Kri1,100771958
LOC100766671,100766671
Rpf1,100767673
Mfsd5,100769120
Atp2b1,100764066
Tmem249,103159760
Gtpbp4,100753267
LOC100754043,100754043
Capg,100774775
Lgr5,100763381
Pex3,100760471
Izumo4,100759426
LOC100772906,100772906
LOC103164416,103164416
Sidt2,100763144
Znf821,100756049
LOC100767739,100767739
Cnih1,103160710
LOC107977044,107977044
LOC113838807,113838807
Nadsyn1,100771407
Znf280c,100773685
Gpr19,100750479
Nckap5,100759872
Oga,100751586
Nhlrc2,100751107
Pms1,107977244
Cers1,100765511
Chek2,100769280
Dcbld2,100772480
Nip7,100759635
Mcat,100770744
Rassf9,100760002
Psmc4,100766608
CUNH9orf40,100764740
Trappc8,100750879
Ap3s1,100770551
Dpf3,100760706
Hoxb3,100750662
Mns1,100770101
LOC100757759,100757759
Sema3a,100757705
Il1r1,100758740
LOC103164576,103164576
Bmp2k,100769791
Antxr1,100769395
Pkp1,100764930
Oprm1,100770962
Taf12,100769367
Zbtb21,100761452
Col2a1,100755037
Swt1,100752723
Pcmtd1,100764383
LOC100760082,100760082
Vps13c,100769846
Wdr41,100761254
Bpnt2,100756245
Trim28,100767882
Asah1,100771068
Add2,100753858
Th,100760127
Dtx2,100764941
Zdhhc4,100757078
LOC113830716,113830716
Nr1d2,100768895
Otop3,100758515
Tom1,100757162
Ints14,100773630
Cfdp1,100768565
Ankrd10,100766146
Astl,100750643
Mrpl17,100758899
Rap1gap2,100765938
Fam110d,100771715
Glis1,100771925
Rragb,100764180
Rbm48,100763637
Bbc3,103164214
Ticrr,100762467
Trpv3,100767987
LOC100762859,100762859
Ca11,100750594
Arid5a,100773678
Ubl4a,100761792
LOC103162410,103162410
Glud1,100759948
LOC100765757,100765757
Tapbp,100775092
Pawr,100754431
Adra1b,103160164
LOC100771249,100771249
Ddr2,100689338
Snrpb,100751537
C1H4orf47,100770001
Tmco3,100757323
Inpp5k,100764873
Rbbp7,107977000
Kcnip2,100753351
Tssc4,100759348
Hif1an,100752342
Zwint,100771183
Smndc1,100758118
C4H11orf1,100772044
Fastk,100762130
Uba7,100770619
Palm,100751852
Clcc1,100768001
Fbxo5,100773759
Znf629,100774911
Wasf2,100759260
Parp4,100765231
Lrrc8b,100765646
Src,100757188
U2af1,100766015
Cdkl4,100756171
Mrnip,100768063
Dusp10,100773751
Glt8d1,100762757
LOC100765587,100765587
Nampt,100767492
Atf6,100772173
Ppp4r3b,100767958
Tmem44,100773464
Pitpna,100764577
Prune1,100766866
LOC100758684,100758684
Hecw2,100767617
Grk6,103161260
LOC113838070,113838070
LOC100751053,100751053
Ocrl,100774848
Elmo3,100765847
Taf3,100760532
Pggt1b,100759155
Rsph14,100767963
Zfand1,100761393
LOC118239776,118239776
LOC113835123,113835123
Map4,100763590
Cpxm2,100759007
Cops7b,100762866
Ptbp1,100752134
LOC107977231,107977231
LOC100755233,100755233
Dkk3,100767109
Angpt4,100761260
LOC100768756,100768756
Sertad3,100764273
Serinc2,100760850
Lats2,100760686
Pcbd1,100767749
LOC100757037,100757037
Prr5,100752193
LOC113837286,113837286
LOC100770298,100770298
Adat1,100767121
Fhl3,100751268
Hspa9,100689405
Rwdd3,100773353
Usp51,100766236
Extl1,100770000
Atg4c,100754372
Map7d2,100752405
Slc45a4,100775003
LOC113834338,113834338
Pdcd6,100750445
Mast3,100759593
Mfng,100762875
Ube2l6,100756751
Hras,100773737
LOC100764446,100764446
Mydgf,100757594
Ttll5,100756538
Il6st,100767181
Rev1,100756056
Ebf4,100750951
Hdac4,100767877
Lsm12,100761943
Paqr7,100762071
Nap1l3,100751174
C2H5orf34,100761661
Ntng2,100764012
Chrna1,100755935
Ankrd13a,100756344
Ndufaf7,100756458
Wsb2,100753469
Hgh1,100764479
Syne2,100767452
LOC100774332,100774332
Samd8,100763843
Eef1akmt1,100761262
Kansl2,100758344
LOC118237696,118237696
Castor1,100754150
Rgs2,100758258
Ncoa2,100762955
Tepsin,100762986
LOC100750854,100750854
Rbm43,100771753
Lmbrd2,100754477
LOC100759650,100759650
Themis,100752569
Rpl24,100757231
Gabpa,100756649
Glra2,100751068
Mtmr11,100759793
Prelid1,100764743
Ybey,100752720
Pyurf,100763403
Mto1,100754228
Ell3,100754376
LOC100773942,100773942
Rwdd2a,100762277
Znf512b,100764259
Dock9,100768424
Ankfy1,100757230
LOC100761204,100761204
Atp11a,100761170
Dcaf12,100771230
Psmb3,100756232
Tm2d2,100774168
Wdr54,100763337
Mitf,100754846
Tmco1,100758664
Socs3,100769267
Smarca5,100754132
Med24,100759120
Necap1,100774802
Dcaf4,100752324
Anapc7,100765036
Plac9,100754984
Camp,100767672
Tenm4,100767886
Bckdk,100755998
Saxo2,100763911
Gprasp2,100767299
Lpar4,100752179
LOC100753281,100753281
Nid2,100769615
Tmed1,100757205
Lsr,100757093
Scaf11,100754449
Dennd2a,100770913
Nfu1,100772473
Crbn,100762708
Fbxo28,100754171
Mro,100771601
LOC113833997,113833997
Bend3,100768308
Bicd1,100762966
Hgs,100765681
LOC113838358,113838358
Canx,100689345
Ascc1,100759170
Fem1a,100769384
LOC100751331,100751331
LOC118238184,118238184
Micall2,100771058
Vcan,100766891
Plekha3,100766979
Sh3rf1,100759020
CUNH12orf40,100758516
Jmjd8,100771483
Yy2,113837645
Kmt2e,100756731
Adat3,100769481
LOC113838302,113838302
Ctbs,103162615
Ripor1,100762946
Ptges,100770965
Exosc9,100759081
Xdh,100766626
LOC100756292,100756292
Nme7,100762945
Arfgap1,100759225
LOC100767704,100767704
LOC100765765,100765765
Atp8a1,100756975
Tanc2,100772256
Phf20,100762872
LOC113831992,113831992
LOC100765974,100765974
LOC103158934,103158934
Lmnb2,100766421
Heatr5b,100764477
Ccdc47,100751560
Znf407,100760917
LOC113838889,113838889
Zbtb11,100758669
LOC100772471,100772471
LOC100764433,100764433
LOC100772170,100772170
Acbd5,100771023
Mrm1,100758744
Aqp3,100758981
Efs,100771792
LOC100751046,100751046
LOC113838854,113838854
LOC100758425,100758425
Nmnat1,100771233
Top3a,100772501
Ttc26,100769199
Nfix,100764552
Gak,100766883
Amotl2,100771000
Zcchc13,100761284
Snapc3,100766104
Donson,100769724
Ddit4,100759745
Nif3l1,100758007
Atf6b,100767112
Gpc3,100768919
Khsrp,100774871
Mylpf,100772226
Angel1,100761072
Ranbp1,100770912
Spc25,100761897
Zdhhc1,100762062
Pdxp,100755599
LOC100750729,100750729
Maob,100759648
Ccdc153,100755793
Pnpla2,100753746
Ctnnal1,100766294
Cdc23,100752608
Rpl22,100766349
Pcyt2,100756894
Epb42,100768600
Clk2,100755756
Etfa,100758144
Tufm,100766830
Efemp1,100750809
Lacc1,100769755
Parp3,100764843
LOC100761468,100761468
LOC100774518,100774518
Col8a1,100755279
Ddx59,100758928
Mynn,100768054
Rbfa,100763391
Rps2,100689058
Usp27x,100767675
Iba57,100763588
Hnrnpll,100758670
Ptprr,100764538
LOC100750571,100750571
LOC100770860,100770860
Baiap2l1,100763126
LOC100751726,100751726
Usp38,100753531
Znf660,103160302
Ola1,100770881
Pik3r5,100751224
Rasgef1a,100771113
Echdc1,100764713
LOC100757490,100757490
LOC113838332,113838332
Slc11a2,100764508
LOC100768108,100768108
Prss45p,100771310
Cdh4,103160107
Znf692,100755812
Cela1,100750829
Agpat4,100761743
Cort,103161317
Slc35f6,100760665
Fmo5,100750494
Kmt5a,100774411
Pemt,100767954
Arhgap29,100773090
LOC100773433,100773433
Steap1,100768056
LOC113832472,113832472
Prpf18,100750534
Mllt10,100754095
LOC113835216,113835216
Trit1,100773722
Mdh2,100763194
Polr3h,113830647
Rnpep,100755451
Nrde2,100770339
Lcp1,100754592
Letm1,100764264
Naa25,100762204
Klhl10,100755541
LOC113838024,113838024
E2f1,100758556
Pnpo,100753308
Bap1,100765297
Zfand2a,100767585
Zc2hc1c,100755671
Tiam2,100771450
Gyg1,100751671
Znf639,100756466
Ptcd2,100757791
Lrrk1,100768506
Lat,100764497
Dok6,100763321
LOC118240016,118240016
Leo1,100752559
LOC113838365,113838365
Yod1,100773294
Wbp1l,100758219
LOC100770388,100770388
Akt2,100768351
Dennd11,100750485
Tmem95,100765490
Rpn1,100762811
Vrk3,100769608
Ccnd3,100766025
LOC113833526,113833526
Fbxl6,100762650
Acadvl,100767527
Micos13,100759422
LOC100750691,100750691
Trpm4,100754433
Bcl9,100751238
LOC100770228,100770228
Crebzf,100763322
LOC100755213,100755213
Eif2b1,100770460
Sec11a,100752256
Thap6,100754165
Aatk,100753989
Tnik,100772764
Nxnl1,100754777
LOC100772658,100772658
Uhrf1bp1l,100764679
Golga7,100752519
LOC100750637,100750637
Cobll1,100753532
Alg2,100768412
LOC100767289,100767289
Hsd17b8,100766230
Srgap2,100758268
Tob2,100758626
Eml3,100755884
Dmrt1,100757765
CUNH6orf132,100772166
Tmem209,100755824
Kbtbd2,100768350
LOC100755770,100755770
Fbn1,100761283
Rbck1,100761016
Sgk3,100767615
Pou6f2,100768772
Pfkm,100754270
Hbs1l,100750806
LOC100773686,100773686
Pradc1,100770278
LOC100760794,100760794
Trafd1,100761916
Rps15a,100751993
Ccne2,100760464
Pik3cb,100689252
Rsbn1,100762930
Filip1l,100755572
Zkscan8,100765641
Anapc10,100772439
Hgd,100762426
Mrpl9,100770389
Phc2,100756136
Golga3,100771774
Stk3,100763795
Smarcad1,100767543
Fgf7,100761599
Polr3f,100766844
Surf2,100770577
CUNH7orf57,100752964
Haus3,100770464
Psd3,100754008
Snx21,100769579
Blmh,100754419
Cfi,100767614
Trappc12,100764787
Adgrg5,100765170
Kiaa0753,100755478
Nfrkb,100756883
LOC100756085,100756085
LOC100756505,100756505
Nsmf,100752463
Hhipl2,100755908
LOC100755074,100755074
LOC107978734,107978734
Slc1a3,100689464
Znf783,100762961
Map4k4,100761058
Tlnrd1,100760136
Atpsckmt,100759315
LOC100768913,100768913
LOC100761024,100761024
LOC107979446,107979446
Ube2e2,100766861
Utp3,100774325
LOC100773612,100773612
Asip,100750676
Ctu2,100765955
LOC100770593,100770593
CUNH10orf62,100758819
Rtf1,100773205
Pah,100774376
Usp43,100768395
Fam53b,100771312
Gtpbp10,100768924
Lactb2,100773724
Megf6,100769242
Axl,100772486
Lypla1,100755288
Stn1,100757852
Reep1,100767668
S100a11,100758869
Znf296,100753129
Naxe,100762326
Spg7,100763722
LOC103163256,103163256
Shf,100772067
Dnai3,100753679
Ephb6,100762813
LOC100774846,100774846
LOC100762600,100762600
Sppl2a,100759395
Ccar2,100769631
Cidec,100750457
Rpl35a,100754849
Fdps,100754883
Setdb2,100774155
Stat2,100764772
Ryr2,100774683
B4galt6,100689438
LOC100774822,100774822
Ddx60,100760761
Cby1,100774410
Rinl,100768629
Mbd5,100750416
LOC100754048,100754048
Znf169,100758704
Rab12,100762920
Mrm3,100761762
Rdh10,100765162
Chmp6,100753694
LOC100764810,100764810
Ppip5k2,100769408
Gemin5,100766595
Arhgap28,100765840
LOC100756773,100756773
Gnl3l,100755751
Zmat5,100774480
Slc36a4,100752115
Ecpas,100757449
Znf367,100760926
